,Title,Year of Release,Watch Time,Genre,Movie Rating,Metascore of movie,Director,Cast,Votes,Description
509,Asha,2015,10 min,"
Short, Drama            ",NA,NA,Meena Nanji,"Mumbi Kaigwa,Ross Franks,Mutungi King'oo,Collins Koyo",NA,"Shot in Nairobi, Kenya and inspired by true events, ASHA is the story of how a housemaid offers a pathway to break through a cycle of rote oppression and violence."
510,Aliye Juu Ataleta,2021,NA,"
Short, Musical            ",NA,NA,Raptor Da Chronic,,NA,Add a Plot
511,Unmasking the Mask - Covid Museum - The Environmental Impact of Face Mask Disposal,2020,NA,"
Short, Documentary            ",NA,NA,Daniel Duwa,,NA,Add a Plot
512,Grow,2011 Video,13 min,"
Documentary, Short, History            ",NA,NA,John Jeavons,,NA,"Local Kenyan husband and wife team Samuel and Peris Nderitu founded ""Grow Biointensive Agricultural Center of Kenya"" in 2009 to eradicate hunger and poverty by teaching a very simple ...                See full summary »"
513,Jinn,2006,26 min,"
Documentary, Short            ",NA,NA,Liam O'Cathasaigh,"Colm Quinn,Bob Odalo,Mugane Serafino",NA,An examination of superstition and religious beliefs in East Africa.
514,Picha Marangi: The Fashionista of Kibera,2018,NA,"
Short            ",NA,NA,Nathan Collett,,NA,Add a Plot
515,Let's Go to Berlin,2012,81 min,"
Documentary, Musical            ",NA,NA,Vincenzo Cavallo,"Upendo Hero,Pop Obachi",NA,"The protagonists, 6 members of the Ukooflani collective, plus 'Upendo Hero' (the love hero), a mysterious character who spreads the message of love for public space explore Berlin, ...                See full summary »"
516,Poker,III 2019,49 min,"
Drama            ",NA,NA,Dancurf Brown,"Gibson Hausa,Ruth Maingi,George Mo",NA,"The story through the main character, Tamara, enables the viewer to get inside the lives of married ladies who live with the scourge of marital violence across the world and learn what makes them tick."
517,Computing Cultures,2016,19 min,"
Documentary, Short            ",NA,NA,Matthew Harsh,,NA,Portraits of knowledge production in East Africa
518,Beyond,V 2015,NA,"
Short, Drama            ",NA,NA,Sahil Gada,"Anubhav Garg,Arthur Sanya Muiruri",NA,Add a Plot
519,Chokora,2005,13 min,"
Short, Drama            ",7.8,NA,Joe Cottrell Boyce,"Stanley Gacheru,Moses Mathigu,Isaac Njorioge",19,"Francis a Kenyan street boy, (in Swahili 'Chokora'), is given a second chance when he arrives in a children's home. However, even here he cannot escape the pressures of the street."
520,Give to Live the Movie,2014,78 min,"
Documentary, News            ",NA,NA,Justin de Leon,,NA,"The topic of aid to Africa has long raised controversy, pitting skeptics against idealists, pairing rock stars with politicians, conjuring images both true and inaccurate. This film hopes ...                See full summary »"
521,Light Sleeper,2015,5 min,"
Short, Horror            ",NA,NA,Caroline Odongo,"Isaya Evans,Sonia Gitome,Kieran Kirema,Irene Nduku",NA,Add a Plot
522,Home,XXVIII 2015,10 min,"
Short, Drama            ",NA,NA,Mark Maina,,NA,A young writer suffering from writers block finds motivation in a rather unexpected topic for his writing
523,Guide,III 2015,NA,"
Short, Documentary            ",NA,NA,Sahil Gada,Sahil Gada,NA,Add a Plot
524,Wazi?fm,2015,NA,"
Drama            ",NA,NA,Vincenzo Cavallo,"Mahad Ahmed,Paul Ogola",NA,MoMo is a Somali urban refugee living in Eastleigh Nairobi where he runs the community radio station Wazi? FM with his Kenyan friend Kevo. Their partnership began when an NGO brought them ...                See full summary »
525,To Catch a Dream,2015,14 min,"
Short, Fantasy            ",7.2,NA,Jim Chuchu,"Ajuma Nasenyana,Tom Nandi,Rahel Equbay,Paynette Nyawara",9,"Ajuma - a grieving widow - is desperate to stop her recurring nightmares. In an effort to end them once and for all, she explores a forgotten fairy-tale remedy which leads her to unexpected discoveries."
526,Graceland Girls,2012,29 min,"
Documentary, Short, Drama            ",NA,NA,Jordan Salvatoriello,,NA,"Educating its adolescent girls has proven to be the cornerstone of Kenyan development, yet so many are denied equal access to education, social and economic equality and respect. The ...                See full summary »"
527,Rescuing Emmanuel,2009,70 min,"
Documentary            ",NA,NA,Len Morris,"Georgia Morris,Wangari Maathai,Desmond Tutu",NA,"Emmanuel is a stinking, belligerent street boy in Nairobi, Kenya. He grabs us, demands 'I want to go to school right now!' He is treated like vermin and yet his name means 'God among us.' ...                See full summary »"
528,Under the Water,2020,8 min,"
Short, Biography            ",NA,NA,Davide Lupinetti,,NA,"Through Barack's eyes, Under the Water describes the story of a daily life in Korogocho, Kenya, in one of the poorest slums of the Third World."
529,School of My Dreams,2012,14 min,"
Documentary, Short, Biography            ",NA,NA,Barbara Rick,LaTanya Richardson Jackson,NA,Exceptional teenage girls in Kenya discover Daraja Academy and an opportunity to transcend poverty and change the world.
530,Afiya,2016,11 min,"
Short, Drama            ",NA,NA,C. Thomas Lewis,,NA,"Afiya risks destroying her Aunt's business if knowledge of her status becomes known. Her older sister, who was very supportive, has left for college and now Afiya has to face her fears of stigma and manage her HIV."
531,Shattering Refuge,2018,24 min,"
Documentary, Short            ",NA,NA,Sonari Jo,,NA,Shattering Refuge explores the depictions and representations of refugees and displaced people in the media and envisions how to move forward in a world where the idea of refuge has been shattered.
532,A Firm Place to Stand,2011,31 min,"
Documentary, Short, Drama            ",NA,NA,Margaret Noblin,,NA,"Two African men, one struggling with witchcraft and the other tribalism, find freedom, courage, forgiveness and new lives. Their stories parallel the cry of King David in Psalm 40 as they ...                See full summary »"
533,Africa Eye: Street Dreams,2021 TV Movie,NA,"
Documentary            ",NA,NA,Nick Wambugu,,NA,"A seven-strong group of homeless street dancers in Nairobi, Kenya, who call themselves the Street Family Dance Crew, are determined to overcome the desperate hardships of street life and ...                See full summary »"
534,The Solar Cooking Solution,2016,9 min,"
Documentary, Short            ",NA,NA,Julie Greene,,NA,"Solar cooking solves problems of environmental degradation, family health, women's economic empowerment, and more."
535,Particles X Hyperlapse,2016,13 min,"
Short            ",NA,NA,Neil Shah,Sumul Shah,NA,PARTICLES X HYPERLAPSE is an experimental film featuring videos taken by people around the world and tagged #hyperlapse. The film is divided into three movements and set to an original ...                See full summary »
536,Baisikeli - The Story of an African Cycling Team,2013,26 min,"
Documentary, Short, Action            ",6.5,NA,James Walsh,,8,"From the small town of Iten, 2 300m above the Rift Valley in Kenya, to the raw energy of Kigali, Rwanda, this is a story about the potential of African cycling and its ability to restore ...                See full summary »"
537,Maternity Blues,2016,49 min,"
Drama            ",NA,NA,Murat Cilingir,,NA,Story of two women/two mothers.they want protect to their kids.
538,Imara,2017,6 min,"
Documentary, Short, Drama            ",NA,NA,Samuel Wanjohi,,NA,Imara tells the story of an ambitious passionate cyclist whose dreams of being a world champion in the sport live on despite his condition of having one leg left to race with.
539,Skate Africa Kenya,2019,13 min,"
Short            ",NA,NA,Patrik Wallner,"Chenai Gwandure,Yann Horowitz,Sam McGuire,Samuel Mwangi",NA,See how skateboarding is transforming the lives of Kenyan street youth in this amazing new episode of our series on Africa's skate explosion.
540,Making Waves from Cleveland to Uganda,2013,27 min,"
Documentary, Short, Biography            ",NA,NA,Tom Kondilas,,NA,"More than 1.1 billion people do not have access to safe drinking water. Earth is covered with water, but only 3% is freshwater, and 0.3% of that is available to drink. The Great Lakes ...                See full summary »"
541,Box Ya Dough,2016,78 min,"
Comedy            ",NA,NA,Kevin Mafumbo,Nixon Majane,NA,A perpetual village drunkard discovers what seems like a box full of money on the road while he staggers home from a drinking spree. He starts spending the money even without opening the ...                See full summary »
542,You Can't Hack This,2013,NA,NA,NA,NA,Mugambi Nthiga,,NA,Add a Plot
543,The Little World of Father Baláa,,NA,"
Comedy            ",NA,NA,Kevin Schmutzler,Tobias Schmutzler,NA,Add a Plot
544,Kenya Safari,2008 Video,5 min,"
Documentary, Short, Biography            ",NA,NA,Issac Goeckeritz,,NA,"Hours from any major city, the Kenyan wilderness is home to a native people rarely seen by the outside world. Kenya Safari is a series of three short films created by documentary filmmaker ...                See full summary »"
545,Laikipia: A Blueprint for Sustainable Wildlife Conservation?,2012,18 min,"
Documentary, Short, News            ",NA,NA,Alan Ward,"Elizabeth Lagercrantz,Farhat Ajnabi",NA,"National Parks should be the safest places for wildlife, but many parks are failing to protect their animals and conservation is on the decline. Worldwide a large proportion of wildlife is ...                See full summary »"
546,Sand Castles,2020,NA,"
Short, Drama            ",NA,NA,Martin Kigondu,"Akinyi Aluoch,Alex Kisenge,Sheila Mukami,Lee Njogu",NA,Add a Plot
547,Patient Zero,2013,NA,NA,NA,NA,Mugambi Nthiga,,NA,Add a Plot
548,Born Champion,2012,8 min,"
Short, Family, Mystery            ",NA,NA,Victor Ochieng,"Ridhuan Elias,Rosealice Wambui",NA,The story is about giving people hope in life despite the hardship we tend to face. It uses a young girl who is used as a metaphor in this sense as what she explains or under goes through ...                See full summary »
549,Between the Lines,V 2013,5 min,"
Short, Romance            ",NA,NA,Likarion Wainaina,"Temko Lavinda,Brian Munene,Sam Psenjen,Shiviske Shivisi",NA,Add a Plot
550,Sunset at Dawn,I 2012,41 min,"
Short, Drama            ",NA,NA,Christine Ng'ang'a,"Abdi Noor Aden,Zainab Athman,Cajetan Boy,Margaret Kalekye",NA,Add a Plot
551,Creative Such as Bigfishfunny,2013,NA,"
Short            ",NA,NA,Aiswarja Smith,,NA,Add a Plot
552,Mother Liberia,2013,NA,"
Short, Documentary            ",NA,NA,Jazzmin Jiwa,,NA,Add a Plot
553,Unwrapped,2018,10 min,"
Short            ",NA,NA,Karim Abbany,,NA,Simple objects are unwrapped reflecting life and finally its contradiction
554,You Are A Seed,2015,4 min,"
Short, Drama            ",NA,NA,NA,,NA,A poetic visual essay about the nuts and bolts of coming of age.
555,1st Approved African Designed Medical Device,2020,5 min,"
Documentary, Short            ",NA,NA,NA,,NA,Add a Plot
556,By Any Means Necessary,2005,93 min,"
Drama            ",NA,NA,Nick Njache,"Phillip Gitao,Hellen Kelli,Eddie Mbugua,Paul Njoka",NA,Add a Plot
557,Poacher,III 2017,21 min,"
Documentary, Short, Biography            ",NA,NA,Kevin R. Frech,,NA,"Two highly-capable killers walk into the wilderness of northern Kenya, both armed with rifles. One is a poacher, looking to kill elephants for their ivory, the other is an ex-poacher turned...                See full summary »"
558,Wamba,2010,87 min,"
Drama, Family            ",3.7,NA,Yves Tchouta,"Valentine Achieng,Patrick Kamathi,Brian Kayongo",10,"This story, set in 1990 in Narobi Kenya. A mysterious and frightening disease starts to devastate communities in East Africa. The tradionalist are calling it a 'curse caused by sorcery'. ...                See full summary »"
559,ENCO Changing Lives Mandela Fellow Dr Lydia Munteyia,2018,5 min,"
Documentary, Short            ",NA,NA,NA,,NA,Add a Plot
560,Mvua Farasi,2015,16 min,"
Documentary, Short, Drama            ",NA,NA,Lena Bergendahl,"Jennifer Rainsford,Rut Karin Zettergren,Jacob Locorian,Morris Otienno",NA,"For the jockeys and grooms at the Kenyan racetrack the life circulates around the trainings, weigh-ins, time measurements and pseudo-scientific studies to predict the coming of rain. Mvua ...                See full summary »"
561,Losing Hope: Women in Afghanistan,2007,19 min,"
Documentary, Short            ",NA,NA,Paul Anderson,,NA,"A woman dies every half hour in child birth in Afghanistan. In April 2007, IRIN Films returned to Afghanistan to report on the plight of Afghan women nearly six years after the overthrow of...                See full summary »"
562,Peace in Our Pockets,2015 Video,54 min,"
Documentary, History, News            ",NA,NA,Kenny Dalsheimer,,NA,The inspirational story of Kenyan activists transforming their democracy and defusing ethnic and political violence in the lead up to historic national elections in 2013. With cutting-edge ...                See full summary »
563,Sightlines,2014,16 min,"
Documentary, Short, History            ",NA,NA,Genevieve Bicknell,,NA,A film about legacy and how we see and are unable to see the legacies that we leave.
564,Forced Onto the Streets,2008,9 min,"
Documentary, Short            ",NA,NA,Shahidali Khaki,"James Kamau,Shahidali Khaki,George Ng'an'ga,Harry Shake",NA,Add a Plot
565,"Beautiful Tree, Severed Roots",2014,8 min,"
Documentary, Short, Biography            ",NA,NA,Kenny Mann,,NA,"Kenny Mann's mother's maiden name was SCHOENBAUM which means 'beautiful tree' in German. Being Jewish and socialist, she and her Polish husband were forced to flee Romania in 1940. ...                See full summary »"
566,Mtoto Wangu,2017,16 min,"
Short, Drama            ",NA,NA,Lavern Rutivi,"Kiini King,Madiba Kitana,Julius Ogembo",NA,"An errant pastor is seeking to acquire the lands that the Lord promised him. Nothing will stand in his way for long. He visits the members of his congregation with prayer, advice and a ...                See full summary »"
567,A Third Version of the Imaginary,2012,12 min,"
Documentary, Short            ",NA,NA,Benjamin Tiven,,NA,A THIRD VERSION OF THE IMAGINARY traces an encounter with the video and film library of the Kenya Broadcasting Corporation in Nairobi. We follow the station's librarian through ...                See full summary »
568,Tapi!,2020,25 min,"
Documentary, Short            ",6.7,NA,Jim Chuchu,"Neville Misati,Derrick Wambugu,Vitalis Waweru",43,"When the Christian church in Kenya takes a ritual healer to court, they seem determined to erase the complex history of a people."
569,Soignée,,NA,"
Action, Drama            ",NA,NA,Sonny Mugambi,,NA,Karen and Racheal attends the interview and well groomed Racheal gets hired. She is assigned to do whatever his boss needs. Tonight she goes to a cocktail party with her colleagues and ...                See full summary »
570,Detour,V 2017,NA,"
Short, Sci-Fi            ",NA,NA,Kimani Waweru,"Isaya Evans,Sarah Akinyi Masese",NA,Add a Plot
571,Kara Women Speak,2013,9 min,"
Documentary, Short, Biography            ",NA,NA,Jane Baldwin,,NA,Kara expresses her concerns about the uncertain fate of her people and all agro-pastoralists living in the Omo River-Lake Turkana watershed. It shines a light on the consequences of ...                See full summary »
572,Windswayer,2018,7 min,"
Short, Comedy            ",NA,NA,Joshua Carlon,"Josette Adams,Pamela Barstow,Jason Eckert,Misha Estrin",NA,A mockumentary about some people we all know.
573,Music Is Our Weapon,I 2016,110 min,"
Documentary, History, Music            ",NA,NA,Taye Balogun,,NA,"A film portraying the philosophy, history and fight-for-justice of the most enthralling band in Kenya and their growing influence across the world."
574,Ndoto Iliyocheleweshwa,2013,NA,"
Short, Drama            ",NA,NA,Danni Karanja,,NA,"Set in Kenya on the Lamu Archipelago, Calling home tells the story of Muhammad who returns to the island after a period of absence. On returning nostalgia sets in and he begins an ...                See full summary »"
575,Crazy Intent,,NA,"
Thriller            ",NA,NA,Edijoe Mwaniki,Peter Kawa,NA,"Sam a forgetful but diligent electrician and a family man is moving his family, Judy his wife and their 10 yr old daughter, Sifa to a neighborhood with friends. Or so he thinks."
576,Jack Zollo: My Life in Crime,,NA,"
Action            ",NA,NA,Jim Iyke,"Ainea Ojiambo,Melvin Alusa,Abu Mwenda",NA,A true story of the most wanted criminal in Kenyan history who redeems himself to celebrity status after spending half his life in jail.
577,HALO Foundation's Mission Redefined,2011,4 min,"
Documentary, Short, Biography            ",NA,NA,Josh Fry,,NA,"After our trip to visit the orphans HALO supports in Kenya and Uganda, Africa, it was clear we needed to produce a video to celebrate the HALO Foundation's broadening mission: improving the...                See full summary »"
578,Flip Flotsam,2003,26 min,"
Documentary, Short            ",7.5,NA,Lucy Bateman,"Etienne Oliff,Ian Mgagna",12,Ever wondered what happens to your footwear after you're finished with it? This week's award-winning and startlingly original documentary traces the fantastic journey of Africa's most popular shoes: the flip-flop.
579,Smiles: Cerebral Palsy Awareness,2017,8 min,"
Documentary, Short            ",NA,NA,John Thuku,Sammy Ngatia,NA,"Cerebral palsy is a disease marked by agony. The touch, the feel, the look leaves you with a tear on the chic. This disorder which many hate to talk about has motivated individuals of ...                See full summary »"
580,6:59:59,2020,NA,"
Short, Drama            ",NA,NA,Douglas Muigai,"Richard Kinyanjui,John Pattern,Nina Shaban",NA,Add a Plot
581,Coerced Revenge,2019,NA,"
Short, Drama            ",NA,NA,Chris Spencer,"Gitau Ngogoyo,Vivian Vako Onyango,Ywaya Xavier",NA,Add a Plot
582,The Road of Death,2011,12 min,"
Documentary, Short, News            ",NA,NA,Sofia de Fay,Fardosah Mohamed,NA,"This short documentary was shot in Somalia and Dadaab camp in extremely dangerous conditions. The short film focused on the true and painful story of a Somalian mother, Amna Ahmad Adjo who ...                See full summary »"
583,Nothing Is Impossible: Women Bridging the Water Gap,2012,5 min,"
Documentary, Short, News            ",NA,NA,Gemma Bulos,"Annie Escobar,Martha Adong,Rosemary Atieno,Martha Kirabo,Irene Kisakye",NA,Women Transforming from Water Bearers to Water Providers
584,Afrospace Sentinel,2018,6 min,"
Short, Sci-Fi            ",NA,NA,Albert Nyakundi,Josephat Omayio Nyakundi,NA,"In the not so far future, it is envisioned that space travel will be a normal occurrence with the trend of using robots as emotional partners a reality."
585,Peace Kites,2013,16 min,"
Documentary, Short, Drama            ",NA,NA,Rafael Salazar Moreno,Ava Wiland,NA,"In this film, New York-based artist Miguel Luciano travels Kenya to develop large-scale kite workshops with residents of the Mukuru slum community. In the workshops, up to hundreds of ...                See full summary »"
586,A Runner's Dream,2012,14 min,"
Documentary, Short, Sport            ",NA,NA,Andrea York,,NA,This Documentary takes the viewer on a journey of the running crisis in Kenya. It also portrays the writer's story and what inspired her to reach out to the running population and other ...                See full summary »
587,Rightful Place,2007 Video,16 min,"
Documentary, Short            ",NA,NA,NA,,NA,"Rightful Place tells, through the personal stories of members of the Endorois community, of the impact of displacement on individual, identity and community and of the struggle of the Endorois to reclaim their rightful place."
588,Consigned to Oblivion,2014,NA,"
Short, Thriller            ",NA,NA,Mark Maina,,NA,"Consigned to Oblivion is a neo-noir mystery-psychological thriller which follows a young woman suffering from anteretrograde amnesia, who wakes up in an unknown hotel room with a dead body ...                See full summary »"
589,Millet,2019,13 min,"
Short            ",NA,NA,Lydia Matata,"Tasha Milan,Gloria Moraa,Mildred Sakina,Bilal Wanjau",NA,A strong willed girl decides to rescue her troubled mother from a greedy and gluttonous pastor.
590,Lo Vi Libre,2018,86 min,"
Documentary            ",NA,NA,Nicole Hawkins,,NA,"Lo Vi Libre wanders through the experiences, settings, and perspectives of couples and individuals in different demographics throughout the world. It invites viewers to question their own ...                See full summary »"
591,Modern Day Mother Teresa,II 2015,27 min,"
Documentary, Short            ",NA,NA,NA,,NA,"Modern Day Mother Teresa is a look into the humanitarian and ministry efforts of Nobel Peace Prize nominee, Freddie Power."
592,White Gold,V,NA,"
Action            ",NA,NA,Neil Schell,,NA,A sophisticated poaching ring is wiping out the elephant population in Africa and only a true Commando can
593,Hiddah,,NA,"
Drama            ",NA,NA,NA,,NA,Pilot not set yet
594,NOMaDs,2012,53 min,"
Documentary, Family, News            ",NA,NA,Mark Allen,Mark Allen,NA,"Two countries. One continent. Two weeks. Nomads is a personal journey of filmmaker Mark Allen, a 20 year veteran of film and TV, who was asked to document the good works of Good News ...                See full summary »"
595,Sita Kimya,2010,86 min,"
Drama            ",NA,NA,Zaituni Abdallah,"Richard Amwayi,Lilian Awour,Rosemary Awour",NA,Add a Plot
596,Malooned,2007,100 min,"
Comedy, Drama, Romance            ",NA,NA,Bob Nyanja,"Gabriella Mutia,Godfrey Odhiambo,Charles Bukeko,Patrick Joe Mbugua",NA,"Di is 28, beautiful, intelligent, confident, and just the tiniest bit spoiled. From their first meeting, Luther can see that nothing can ever make this woman happy- especially the thought ...                See full summary »"
597,Fluorescent Sin,2011,8 min,"
Short, Drama            ",NA,NA,Amirah M. Tajdin,"Alice Khalakuba,Telley Savalas Otieno",NA,Add a Plot
598,Seeds I,2016,4 min,"
Short, Drama            ",NA,NA,Philippa Ndisi-Herrmann,"Fatma Abdullahi,Asad Sahal Rollins,Azza Qamar Rollins",NA,The sea was the first to see us and so the sea will be the last to leave us.
599,Togetherness Supreme,2010,94 min,"
Drama            ",8.0,NA,Nathan Collett,"Wilson Maina,Geoffrey Jefferson Ong'ong'o,Martha Kisaka,Chrisphine Onyango",36,"In the midst of ethnic and political strife, a young artist struggles to use his art for change."
600,Kopjes: A Rock for All Seasons,1980,50 min,"
Documentary            ",NA,NA,Alan Root,David Robb,NA,"A study of the huge outcroppings of bedrock, the Kopjes, which protrude like rocky islands in an ocean of grass in the heart of Africa's vast Serengeti Plain. They provide shelter and shade for an array of plant and animal life."
601,Kung Fu Grandma,2014,27 min,"
Documentary, Short, Crime            ",NA,NA,Jeong-One Park,,NA,"In a Kenyan slum, the Kung Fu Grannies are fighting back."
602,Double Trouble,IV 2014,NA,NA,NA,NA,Brian Ogola,,NA,Add a Plot
603,Slum Survivors,2008,43 min,"
Documentary, Short            ",NA,NA,David Gough,Peter Murimi,NA,Add a Plot
604,Bringing Solar to Mama Sarah Obama,2009 Video,5 min,"
Documentary, Short, News            ",NA,NA,Maarten van Rouveroy,Maarten van Rouveroy,NA,Volunteers of environmental organisation Greenpeace have installed solar energy in the village of Barack Obama's grandmother in Kenya providing electricity to her house as well as to the community's school.
605,Saïkati II,1992,93 min,"
Drama            ",NA,NA,Anne Mungai,"Esther Muthee,Antony Kyule Njuguna",NA,Add a Plot
606,Salt Water Survivors,2018,23 min,"
Documentary, Short            ",NA,NA,Faith Musembi,,NA,"Mangrove forests are among the most threatened ecosystems, disappearing faster than even tropical rainforests. Salt Water Survivors looks at the efforts to preserve mangrove forests at the Kenyan Coast."
607,Blurred,2020,3 min,"
Short, Drama            ",NA,NA,Brian Obra,"Brenda Wairimu,Keith Maina,Grahame Kimani,Ashton Juma",NA,Add a Plot
608,Kids on Safari!,2004,56 min,"
Documentary            ",NA,NA,Kire Godal,,NA,Add a Plot
609,Con-Sequences,2012,17 min,"
Short, Drama            ",NA,NA,Caroline Odongo,"Nice Githinji,Charles Kiarie,Ashford Kirimi",NA,Add a Plot
610,Dangerous Affair,2002,111 min,"
Romance            ",NA,NA,Judy Kibinge,"Serah Mwihaki,Nini Wacera",NA,Add a Plot
611,Wale Watu,2008,11 min,"
Short, Drama            ",NA,NA,Mary Migui,"Cajetan Boy,Miariam Kipirash,Teddy Kitana,Edith Luseno,George Mbuto",NA,Add a Plot
612,Gatarashaine,2020,NA,"
Short, Drama            ",NA,NA,Martin Kigondu,"Ayrosh,Kanini Edith",NA,Add a Plot
613,God Is a Liar: Tradition and Change in Turkana,2011,52 min,"
Documentary, Biography, History            ",NA,NA,Frederic Courbet,"Eugenie Reidy,Namesek Chileny,Erot Ekutan,Etukoit Nachukuli",NA,This film takes a look at the lives of Turkana pastoralists in north-west Kenya from their perspective. Families in three locations explain their worlds and how they are changing - how a ...                See full summary »
614,Benta,2007,106 min,"
Drama            ",NA,NA,Mary Migui,"Cajetan Boy,Salome Kinyanjui,Janet Kirina,Dan Mwangi",NA,Add a Plot
615,Season of Goodbyes,2018,14 min,"
Documentary, Short            ",NA,NA,Philippa Ndisi-Herrmann,Philippa Ndisi-Herrmann,NA,Add a Plot
616,I Had to Bury Cucu,2019,14 min,"
Short, Drama            ",NA,NA,Philippa Ndisi-Herrmann,"Benedict Musau,Newton Ouma,Lucy Njoroge,Timothy Musyoki",NA,Add a Plot
617,Nairobi Taxi Driver,2011,30 min,"
Documentary, Short, Biography            ",NA,NA,Gerhard Schick,,NA,"Michael left his middle-class house in Nairobi as a teenager, because he didn't want to be told by his mum what kind of clothes to wear. He went to live in a slum, worked at a huge dumping ...                See full summary »"
618,Kenya Boys,2015,73 min,"
Documentary, Music            ",NA,NA,Alvin Shen,,NA,"5 youth from Kenya's second largest slum form a dance troupe and overcome immense odds, car accidents, and circumstance for a chance at stardom on Nairobi's hottest reality TV show."
619,This Migrant Business,2016,6 min,"
Short, Drama            ",NA,NA,Ng'endo Mukii,"Anthony Nganga,Paul Okwalinga",NA,Add a Plot
620,Young Rich,2013,42 min,"
Short            ",NA,NA,NA,,NA,"Arguably the most watched business show in Kenya, Young Rich is a show that aired every Tuesday on K24 TV for close to 2 years. Young Rich tells the story of young Kenyans aged below 40 who...                See full summary »"
621,Rain in a Dry Land,2006,82 min,"
Documentary            ",NA,NA,Anne Makepeace,,NA,A searingly intimate portrait of two families who leave behind a legacy of slavery in Africa to discover new challenges in 21st century America.
622,Neophobia,2017,17 min,"
Short, Comedy            ",NA,NA,Mark Maina,"Joyce Maina,Brian Ogola,Cate Sidede",NA,"The film, a modern day fairy tale, tells the story of a young woman obsessed with old routine and an unwillingness to try new things. When she unexpectedly finds an appreciation for a ...                See full summary »"
623,Making Maasai Men: Growing Courage Toward Circumcision,2006 Video,32 min,"
Documentary, Short, History            ",NA,NA,Barbara Hoffman,"Meite Ole Kuraru,Julius Masharen Ole Mateu,Suyanka Ole Nchao,David Kampatae Ole Oinyeyie",NA,"A male's transition from one step to another is celebrated as his masculine character is molded, honed and refined."
624,Wavamizi,2018,9 min,"
Short, History            ",NA,NA,Jesse Kyalo,"Kenneth Ambani,James Mumo,Edijoe Mwaniki,Joseph Omari",NA,Add a Plot
625,Eunoto,2013,8 min,"
Documentary, Short, Drama            ",NA,NA,Matt Goldman,Elizabeth Gilbert,NA,"Deep in the Loita hills of remote Kenya, the people of the Masai tribe mark a warrior's passage to manhood with a sacred ceremony. This tradition, called Eunoto, happens once every ...                See full summary »"
626,Forest Chainsaw Massacre,2006,2 min,"
Animation, Short            ",NA,NA,Irshaad Butler,Sabelo Dludla,NA,Add a Plot
627,Ocha: The Village,,NA,"
Short, Drama            ",NA,NA,NA,,NA,Plot not set at the moment
628,Carpe Kilimanjaro: An Alzheimer's Project,2016,76 min,"
Documentary, Biography, Drama            ",8.2,NA,Zach Jordan,Zach Jordan,6,"Carpe Kilimanjaro is the story of Zach Jordan's literal ascension of a mountain and his metaphorical ascension to fatherhood, in the face of Alzheimer's."
629,OWI and the Orphans of Kiminini,2016,82 min,"
Documentary            ",NA,NA,Harvey Kertland,,NA,"Harvey and Brigid Kertland travel to Kiminini, a remote village in Kenya, to see how OWI - a non-profit charity - helps the orphans and widows there have better lives. The trip changes them...                See full summary »"
630,Immure,2018,NA,"
Short, Mystery            ",NA,NA,Kimani Waweru,,NA,Add a Plot
631,Night Shift,IV 2012,13 min,"
Short, Adventure            ",NA,NA,Lea Hjort Mathiesen,Carl Olsson,NA,"As dusk rolls in over the purple sky of Nairobi, two men are approaching a white villa in the embassy neighborhood of Runda. Abraham - a young Kenyan from one direction and Hesbon, a more ...                See full summary »"
632,Lucky Luke,2016,3 min,"
Short, Action, Drama            ",NA,NA,Sonny Mugambi,"Regina Lewa,Anthony Mbithi,John Mnawe",NA,"Luke is having an affair with his brother's wife, Claudette. While at a hotel with her, Luke gets a call from his brother, Gala, to confront him about the situation."
633,Boran Women,1974,18 min,"
Short            ",NA,NA,James Blue,David MacDougall,NA,"Traditionally confined to the roles of life-givers, nurturers and homemakers, Boran women of Kenya are slowly realizing the importance of education and the difference it can make in their lives."
634,How to dream in African,,NA,"
Drama            ",NA,NA,Kui Wamithi,"Nick Ndeda,Michelle Tiren",NA,Add a Plot
635,Africa Obscura,2010,52 min,"
Documentary, Adventure, History            ",NA,NA,Jan Svatos,,NA,"AFRICA OBSCURA is a documentary that concerns contemporary Africa as a photographic phenomenon. But this time, the record is made through the medium of old analogue photographic and ...                See full summary »"
636,The WhistleBlower Film,2019,17 min,"
Short, Action            ",NA,NA,Kenji Gathecha,"Joel Akweyu,Owen Byne,Brenda Jons,Jude Kakan",NA,"Marshall Owino, a family man and ex-soldier, is an analyst with a pharmaceutical corporation that deals with the manufacturing of ARV medication in Kenya. He finds incriminating information...                See full summary »"
637,Zawadi,2015,12 min,"
Short, Drama, Romance            ",7.3,NA,Richard Card,"Jeremy Prince Kamau,Peitrah Wanjiru Mwaura,Faith Muambua,David Ng'ang'a Ndungi",10,10 year old Jbali wakes up in his home in the slums of Kibera. His family is in hard times and he has to make money for the family. He decides to spend his money on more than just the family.
638,Saving Eden from the Sixth Extinction,,88 min,"
Documentary            ",NA,NA,Bill Couturié,,NA,"'Saving Eden' tells the story of man wreaking havoc on animals and their habitat, bringing many - including apex predators - to the brink of extinction. We see scientists and individuals ...                See full summary »"
639,Get Together Girls,2012,75 min,"
Documentary, Drama            ",NA,NA,Vanessa Crocini,,NA,Get Together Girls is the story of an Italian woman who quit her job to help six Kenyan former street girls with a tailoring project that has transformed them into fashion designers. Among ...                See full summary »
